Description,Category
Bank Transfer from Julius Baer - EUR 81401 - Adela to Sabadell A/C - EUR,Sabadell A/C - EUR
Bank Transfer from Julius Baer - EUR 81401 - Adela to Sabadell A/C - EUR,JB - EUR 81401 - Adela
ALGEBRIS UCITS FUNDS PLC,Coupon Credits from JB
Unknown,Unknown transactions
Apple,Shopping
Amazon,Shopping
Signature Nail,Personal care/ Cosmetic
Debbie/Dogs to Neigh Merital Charity,Charitable & Political Donations: Debbie/Dogs to Neigh Merital Charity
ZZALDEEN WALEED ALABED BREAS,Charitable and Political Donations
Steve Lewis,Steve Lewis
TFL,Travel - National
CME GROUP INC,Coupon Credits from JB
Trainline,Travel - National
NOTES AMERICA,JB Investment account
NOTES AMERICA,JB Investment account
Superdrug,Personal care/ Cosmetic
TFL,Travel - National
Hotels,Travel - National
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
"Madeline Lewis, Hazel and Lizzie",Animal care / Pet expenses
Fetcher Dog,Charitable and Political Donations: Fetcher Dog
Cranbourn News,Shopping
Sales Units EUR - JB Investment,JB Investment account
JUNIPER Arundel,Food / Groceries
Bank Transfer from Julius Baer - USD 33301 - Adela to Julius Baer - GBP 40201 - Adela,JB - GBP 40201 - Adela
Bank Transfer from Julius Baer - USD 33301 - Adela to Julius Baer - GBP 40201 - Adela,JB - USD 2120.333.01 - Adela
Unknown,Unknown transactions
Russell News,Shopping
The Bloomsbury Hotel,Travel - National
Wires Wires,Shopping
Wasabi,Food / Groceries
JUNIPER Arundel,Food / Groceries
Co-op Group,Food / Groceries
Sam Debuse,Samuel Debuse
Leon,Food / Groceries
Uber,Travel - National
M&S,Shopping
Boots,Personal care/ Cosmetic
VOROPAIEVA OLENA,Charitable and Political Donations
Animalweb,Charitable and Political Donations: Animalweb
The Boathouse Arundel,Entertainment
Animalweb,Charitable and Political Donations: Animalweb
Animalweb,Charitable and Political Donations: Animalweb
Taxi - UK,Travel - National
Animalsossr,Charitable and Political Donations
Tk Maxx,Shopping
Megans East Dulwich,Entertainment
Safe Haven For Donkeys,Charitable and Political Donations: Safe Haven For Donkeys - RCN 1083468
JUNIPER Arundel,Food / Groceries
John Lewis,Shopping
Harper News,Subscriptions
World of Books,Shopping
Co-op Group,Food / Groceries
META PLATFORMS INC,JB Investment account
The George At Burpham,Entertainment
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
ZZALDEEN WALEED ALABED BREAS,Charitable and Political Donations
Cowdray Farm Shop,Food / Groceries
CERTAS ENERGY UK,"Light, Power, Heating - UK"
"Carrie J Goldsmith, Painting",UK Property / Farm Expenses - LFH Main Home
Humane Society International,Charitable and Political Donations: Humane Society International - Gift Aidable
George,Unknown transactions
META PLATFORMS,JB Investment account
Jimmy & Sons,Food / Groceries
The Ivy Club,Entertainment
W.S.P.A.,Charitable and Political Donations: W.S.P.A.
Trainline,Travel - National
Olivelli Dulwich,Entertainment
"Post, Card 26",Cash ATM Transactions
Bank Transfer from Julius Baer - DKK 27201 - Adela to Julius Baer - USD 33301 - Adela,JB - USD 2120.333.01 - Adela
Bank Transfer from Julius Baer - DKK 27201 - Adela to Julius Baer - USD 33301 - Adela,JB - DKK 27201 - Adela
Pret a Manger,Food / Groceries
Mundo Verde Ibiza,Shopping
Wyldwoman,Charitable and Political Donations: Wyldwoman (Not UK registered)
Protein Works,Shopping
Purolabs,Personal care/ Cosmetic
Petrovictan,Charitable & Political Donations: Petrovictan
Stefanzeljkovi,Charitable and Political Donations: Stefa
Edina New UK Ltd,Investments
Trainline,Travel - National
Westway Oils,Shopping
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Next Directory,Shopping
Sandrazecev So,Personal care/ Cosmetic
Hughie Willett Machinery,UK Property / Farm Expenses - LFH Main Home
Tesco Stores,Food / Groceries
TFL,Travel - National
Taxi - UK,Travel - National
French Cafe Bistrot,Food / Groceries
JUNIPER Arundel,Food / Groceries
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Snezana-Ci,Charitable and Political Donations: Snezana-Ci
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Etsy,Shopping
Leon,Food / Groceries
Jimmy & Sons,Food / Groceries
CISCO SYSTEMS INC,Coupon Credits from JB
BANK OF AMERICA CORP,Coupon Credits from JB
Wasabi,Food / Groceries
TFL,Travel - National
Cotswoldraw,Animal care / Pet expenses
Ronald Diennet - Loan to friend,Loan to Friends
Apple,Shopping
Unity Communications Ltd,Subscriptions
JUNIPER Arundel,Food / Groceries
Temu.Com,Shopping
Westway Oils,Personal care/ Cosmetic
Scott Wilson,UK Property / Farm Expenses - LFH Main Home
COMMISSION SECURITIES LENDING,Commission received
ORACLE CORP,Coupon Credits from JB
Bank Transfer from JB - USD 2120.333.01 - Adela to JB $ Top card credit 063 - Adela,JB $ TopCard credit 063 - Adela
Bank Transfer from JB - USD 2120.333.01 - Adela to JB $ Top card credit 063 - Adela,JB - USD 2120.333.01 - Adela
Compassion,Charitable and Political Donations: Compassion
"Madeline Lewis, Hazel and Lizzie",Animal care / Pet expenses
Petrol,Travel - National
Co-op Group,Food / Groceries
Restaurants,Entertainment
RSPCA,Charitable and Political Donations: RSPCA
JUNIPER Arundel,Food / Groceries
Petrovictan,Charitable & Political Donations: Petrovictan
Orangutan,Charitable and Political Donations: Orangutan
Eva Grindley,UK Property / Farm Expenses - LFH Main Home
Co-op Group,Food / Groceries
Apple,Shopping
"Post, Card 26",Cash ATM Transactions
Dalialovesdogg,Charitable and Political Donations: Dalialovesdog
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Sales Units EUR - JB Investment,JB Investment account
Lookfantastic.Com,Personal care/ Cosmetic
Redemption - UNITS,JB Investment account
Co-op Group,Food / Groceries
ZZALDEEN WALEED ALABED BREAS,Charitable and Political Donations
Hillside animal sanctuary,Charitable and Political Donations: Hillsideani
"Post, Card 26",Cash ATM Transactions
Wateraid,Charitable and Political Donations: Wateraid
Cowdray Farm Shop,Food / Groceries
ELECTRICITY ENDESA ENERGIA,Property Expenses - Spain
Sam Debuse,Samuel Debuse
The Boathouse Arundel,Entertainment
Apple,Shopping
Sp Symprove Uk,Personal care/ Cosmetic
Sdro Infrngmnt Payment,Legal and Professional Expenses
Amazon,Shopping
Amazon,Shopping
Help4Pointers,Charitable and Political Donations: Help4Pointers
Certas Energy,"Light, Power, Heating - UK"
Vesnagd69,Charitable and Political Donations: Vesna
Omaze - Not Gift Aid Registered,Charitable and Political Donations: OMAZE - Not Gift Aidable
Nfu Mutual Ins-Bc,Insurance
Change.org,Charitable and Political Donations: Change.org
EVA DOWNEY,Eva Downey
Pallant of Arundel,Food / Groceries
NOVARTIS CAPITAL CORP,JB Investment account
Vesnagd69,Charitable and Political Donations: Vesna
Amazon,Shopping
NOVARTIS CAPITAL CORP,JB Investment account
League Against,Charitable and Political Donations: League Against
Pharmacy,Personal care/ Cosmetic
Spotify,Subscriptions
Trainline,Travel - National
Co-op Group,Food / Groceries
"Post, Card 26",Cash ATM Transactions
Amazon,Shopping
Temu.Com,Shopping
ISHARES III PLC,Compensation payments JB
Thenailboutique,Personal care/ Cosmetic
Sushijoy,Food / Groceries
Sushijoy,Food / Groceries
Taxi - UK,Travel - National
Nfu Mutual Ins-Bc,Insurance
Pret a Manger,Food / Groceries
Star Gifts,Shopping
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Apple,Shopping
Rolda.Org,Charitable and Political Donations: Rolda.org
Amazon,Shopping
JUNIPER Arundel,Food / Groceries
Hillside animal sanctuary,Charitable and Political Donations
Co-op Group,Food / Groceries
Taxi - UK,Travel - National
Soi Dog Foundation,Charitable and Political Donations: Soi Dog Foundation
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
CVS HEALTH CORP,Coupon Credits from JB
Orangutan,Charitable and Political Donations: Orangutan
TFL,Travel - National
Leon,Food / Groceries
Sam Debuse,Samuel Debuse
Sushijoy,Food / Groceries
Change.org,Charitable and Political Donations: Change.org
Wyldwoman,Charitable and Political Donations: Wyldwoman (Not UK registered)
interest,Interest Income
Purchase - INVESTMENTS,JB Investment account
Sushijoy,Food / Groceries
Pret a Manger,Food / Groceries
Arket,Shopping
FORESTHILL 14 LTD,Shopping
JUNIPER Arundel,Food / Groceries
Food / Groceries,Food / Groceries
BMW Financial Services,BMW Car - Motor vehicles
Steve Lewis,Steve Lewis
38 Degrees,Charitable and Political Donations: 38 Degrees
Taxi - UK,Travel - National
TFL,Travel - National
Business insurance policied Sabadell,Insurance
DANAHER CORP,Coupon Credits from JB
ZZALDEEN WALEED ALABED BREAS,Charitable and Political Donations
MORGAN STANLEY,Coupon Credits from JB
Apple Inc,Coupon Credits from JB
UNITEDHEALTH GROUP,JB Investment account
IBM,Coupon Credits from JB
Maturity Fixed term loan,Lombard Loan - JB 81406 EUR
interest,Interest Income
FIDUCIARY CALL DEPOSIT USD,Deposit
Maturity Fixed term loan,Lombard Loan - JB 81406 EUR
MASTERCARD INC,Coupon Credits from JB
ZZALDEEN WALEED ALABED BREAS,Charitable and Political Donations
Autos Manel,Travel - International
Apple Inc,Coupon Credits from JB
Cedipsa,Travel - International
Restaurants,Entertainment
Shopping,Shopping
Groceries,Food / Groceries
interest,Interest Income
Cedipsa,Travel - International
The Standard Ibiza Hotel,Travel - International
Food / Groceries,Food / Groceries
Restaurants,Entertainment
Super Sar 14 San Jose,Food / Groceries
META PLATFORMS INC,Coupon Credits from JB
VERIZON COMM INC,Coupon Credits from JB
SIEMENS,Coupon Credits from JB
UNITEDHEALTH GROUP,Coupon Credits from JB
Restaurants,Entertainment
PROCTER & GAMBLE CO,Coupon Credits from JB
Autos Manel,Travel - International
NOTES AMERICA,Coupon Credits from JB
ASML HOLDING,Coupon Credits from JB
AMGEN INC,Coupon Credits from JB
ZZALDEEN WALEED ALABED BREAS,Charitable and Political Donations
Sales Units USD - JB Investment,JB Investment account
INVESCO MARKETS II PLC S&P 500,JB Investment account
NOTES AMERICA,JB Investment account
NOTES AMERICA,JB Investment account
VOROPAIEVA OLENA,Charitable and Political Donations
Fmb construction - UK house renovation,Fmb Construction
GOLDMAN SACHS GROUP,Coupon Credits from JB
NOTES AMERICA,JB Investment account
NOTES AMERICA,JB Investment account
COMMISSION SECURITIES LENDING,Commission received
Bank Transfer from JB - USD 2120.333.01 - Adela to JB $ Top card credit 063 - Adela,JB $ TopCard credit 063 - Adela
Bank Transfer from JB - USD 2120.333.01 - Adela to JB $ Top card credit 063 - Adela,JB - USD 2120.333.01 - Adela
Bank Transfer from Julius Baer - GBP 40201 - Adela to Virgin Money - GBP - Joint R&A,JB - GBP 40201 - Adela
Bank Transfer from Julius Baer - GBP 40201 - Adela to Virgin Money - GBP - Joint R&A,Virgin Money - GBP - Joint R&A
Bank Transfer from Julius Baer - USD 33303 - Adela to Julius Baer - GBP 40203 - Adela,JB - USD 2122.333.03 - Adela
Bank Transfer from Julius Baer - USD 33303 - Adela to Julius Baer - GBP 40203 - Adela,JB - GBP 40203 - Adela
ZZALDEEN WALEED ALABED BREAS,Charitable and Political Donations
Airlines,Travel - International
NOTES AMERICA,JB Investment account
NOTES AMERICA,JB Investment account
Airlines,Travel - International
Bank Transfer from Julius Baer - USD 33301 - Adela to Julius Baer - GBP 40201 - Adela,JB - GBP 40201 - Adela
Bank Transfer from Julius Baer - USD 33301 - Adela to Julius Baer - GBP 40201 - Adela,JB - USD 2120.333.01 - Adela
EVA DOWNEY,Eva Downey
Shopping,Shopping
Bank Transfer from Julius Baer - GBP 40201 - Adela to Virgin Money - GBP - Joint R&A,Virgin Money - GBP - Joint R&A
Bank Transfer from Julius Baer - GBP 40201 - Adela to Virgin Money - GBP - Joint R&A,JB - GBP 40201 - Adela
Restaurants,Entertainment
COMCAST CORP,Coupon Credits from JB
COOP RABOBANK,Coupon Credits from JB
HONEYWELL INTL INC,Coupon Credits from JB
CHARLES SCHWAB CORP,Coupon Credits from JB
Free Turn Ltd,Investments
CONOCOPHILLIPS CO,Coupon Credits from JB
AFLAC INC,Coupon Credits from JB
REPAYMENT FIDUC.CALL,Deposit
Restaurants,Entertainment
Eli Lilly & Co,JB Investment account
Apple,Shopping
VISA INC,Compensation payments JB
Bank Transfer from Julius Baer - USD 33301 - Adela to Julius Baer - GBP 40201 - Adela,JB - GBP 40201 - Adela
Bank Transfer from Julius Baer - USD 33301 - Adela to Julius Baer - GBP 40201 - Adela,JB - USD 2120.333.01 - Adela
Eli Lilly & Co,JB Investment account
Bank Transfer from Julius Baer - EUR 81401 - Adela to Sabadell A/C - EUR,Sabadell A/C - EUR
Bank Transfer from Julius Baer - EUR 81401 - Adela to Sabadell A/C - EUR,JB - EUR 81401 - Adela
FORAN MINING CORP,JB Investment account
JOHNSON & JOHNSON,Coupon Credits from JB
FORAN MINING CORP,JB Investment account
Bank Transfer from Julius Baer - USD 33301 - Adela to Julius Baer - GBP 40201 - Adela,JB - GBP 40201 - Adela
Bank Transfer from Julius Baer - USD 33301 - Adela to Julius Baer - GBP 40201 - Adela,JB - USD 2120.333.01 - Adela
FORAN MINING CORP,JB Investment account
Bank Transfer from Julius Baer - USD 33301 - Adela to Julius Baer - EUR 81401 - Adela,JB - EUR 81401 - Adela
Bank Transfer from Julius Baer - USD 33301 - Adela to Julius Baer - EUR 81401 - Adela,JB - USD 2120.333.01 - Adela
Maturity Fixed term loan,Lombard Loan - JB 81406 EUR
Maturity Fixed term loan,Lombard Loan - JB 81406 EUR
BROADFIELD LAW UK LLP,Legal and Professional Expenses
Shopping,Shopping
Shopping,Shopping
Bank Transfer from Julius Baer - USD 33301 - Adela to Julius Baer - GBP 40201 - Adela,JB - GBP 40201 - Adela
Bank Transfer from Julius Baer - USD 33301 - Adela to Julius Baer - GBP 40201 - Adela,JB - USD 2120.333.01 - Adela
ZZALDEEN WALEED ALABED BREAS,Charitable and Political Donations
THE STANDARD HOTEL,Travel - National
Shopping,Shopping
Shopping,Shopping
EXXON MOBIL CORP,Coupon Credits from JB
Eli Lilly & Co,Coupon Credits from JB
ALTRIA GROUP INC,JB Investment account
CISCO SYSTEMS INC,JB Investment account
Walmart Inc,JB Investment account
CATERPILLAR FINANC,JB Investment account
INTEL CORP,JB Investment account
CME GROUP INC,JB Investment account
PROCTER & GAMBLE CO,JB Investment account
VANGUARD FUNDS PLC,JB Investment account
Apple Inc,JB Investment account
TORONTO DOMINION BK,JB Investment account
Sales Units EUR - JB Investment,JB Investment account
HONEYWELL INTL INC,JB Investment account
MEDTRONIC GLOB,JB Investment account
Apple Inc,JB Investment account
BANK OF AMERICA CORP,JB Investment account
HONEYWELL INTL INC,JB Investment account
XTRACKERS,JB Investment account
DANAHER CORP,JB Investment account
ORACLE CORP,JB Investment account
GOLDMAN SACHS GROUP,JB Investment account
AIR LIQUIDE SA,JB Investment account
ANHEUSER BUSCH,JB Investment account
AFLAC INC,JB Investment account
ISHARES ETF,JB Investment account
Roche Holding Ltd,JB Investment account
MICROSOFT CORP,JB Investment account
ISHARES PLC,JB Investment account
COOP RABOBANK,JB Investment account
Sales Units EUR - JB Investment,JB Investment account
COCA-COLA CO,JB Investment account
COOP RABOBANK,JB Investment account
INTEL CORP,JB Investment account
AMAZON.COM INC,JB Investment account
ISHARES III PLC,JB Investment account
IBM,JB Investment account
NVIDIA CORP,Investments
LVMH MOET HENNESSY LOUIS VUITTON,Investments
AMGEN INC,JB Investment account
HONEYWELL INTL INC,JB Investment account
MASTERCARD INC,JB Investment account
MORGAN STANLEY,JB Investment account
Apple Inc,JB Investment account
GOLDMAN SACHS GROUP,JB Investment account
AMGEN INC,JB Investment account
MORGAN STANLEY,JB Investment account
IBM,JB Investment account
BROADCOM INC,JB Investment account
ORACLE CORP,JB Investment account
ORACLE CORP,JB Investment account
COCA-COLA CO,JB Investment account
TORONTO DOMINION BK,JB Investment account
ASML HOLDING,JB Investment account
CATERPILLAR FINANC,JB Investment account
META PLATFORMS INC,JB Investment account
MEDTRONIC GLOB,JB Investment account
PROCTER & GAMBLE CO,JB Investment account
DEUTSCHE BOERSE,Investments
UNION PACIFIC CORP,JB Investment account
BONDS CITIGROUP INC,JB Investment account
Novartis Inc,JB Investment account
ISHARE V PLC,JB Investment account
BANK OF AMERICA CORP,JB Investment account
BONDS CITIGROUP INC,JB Investment account
CHARLES SCHWAB CORP,JB Investment account
S&P GLOBAL INC,JB Investment account
VISA INC,JB Investment account
BOOKING HOLDINGS INC,JB Investment account
GILEAD SCIENCES INC,JB Investment account
UBS (IRL) ETF PLC,JB Investment account
JOHNSON & JOHNSON,JB Investment account
ALPHABET INC,JB Investment account
ANHEUSER BUSCH,JB Investment account
ISHARES III PLC,JB Investment account
SHS AIR LIQUIDE SA,JB Investment account
Eli Lilly & Co,JB Investment account
MARKEL GROUP INC,JB Investment account
Soho House (Membership),Entertainment
All Inclusive Fee,Bank Fees
S&P GLOBAL INC,Coupon Credits from JB
Novartis Inc,Coupon Credits from JB
All Inclusive Fee,Bank Fees
MULTICOOPERATION SICAV JB FIXED INCOME,JB Investment account
REDEMPTION 1 200 UNITS PICTET SICAV,JB Investment account
All Inclusive Fee,Bank Fees
Soho House (Membership),Entertainment
SONY GROUP CORPORATION,JB Investment account
MULTICOOPERATION SICAV JB FIXED INCOME,JB Investment account
REPAYMENT FIDUC.CALL,Deposit
APPLIED MATERIALS,Coupon Credits from JB
Soho House (Membership),Entertainment
MICROSOFT CORP,Coupon Credits from JB
